@relation AMIA_task1_training+dev_hun+pos+dsg+drug

@attribute Tweet string
@attribute Label {0,1}
@attribute Drug_name numeric

@data
"Baclofen really is for recovering alcoholics .",0,0
"@REF aw no pl don\'t :(",0,0
"I totally forgot to give myself an enbrel injection today ... awesome ... fail",0,1
"A comer bananas ! :) RT @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac .",0,0
"\" Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ” Boohoo more bananas for me ! bf",0,0
"Prozac come and help me please !",0,0
"Cipro is where u register Ur business it\'s in Pretoria , I was in Trustee @ the time .",0,0
"Ofloxacin has its speech situation up-to-danish independent sectors on the side passion grassy , offhanded sew :",0,0
"My favorite band member of PUNS AND ROSES is PAXIL ROSE . He\'s a musical fucking Guinness .",0,0
"Putting things off until you get your Vyvanse .",0,0
"@REF I\'ve got some Prozac lo",0,0
"I got that kind of headache only nicotine can cure .",0,1
"I\'m getting frustrated with even video games and a 1.1 paper thanks to my vyvanse wearing off . Goodnight",0,1
"NO , NOT ALWAYS @REF : @REF Do you always get side-effects with Fluoxetine ?",0,0
"Gonna ask to return to Lexapro BC Cymbalta not working , also BC busking profits plummeted when I could no longer play crotch like steel drum",0,0
"@REF Cipro is rough on everyone I think . Did you acquire a traveler\'s illness ?",0,0
"\" CYMBALTA ( Duloxetine hydrochloride ) ... This should be fun ... NOT ...!!! \"",0,0
"Wolf Blitzes getting \' the scoop : \" Band member lost cymbal during national anthem \" Slowness Then they made a Cymbalta joke . Sponsored ?",0,0
"@REF I covet your Bombay Sapphire .... I can only afford Dill own brand at the moment . And I\'m not allowed gin and Prozac ....",0,0
"Katie : Michael looks depressed Kate : Cymbalta can help ! @REF @REF @REF",0,0
"What unmaking ? Quetiapine or Trazodone ? RT @REF : Hoping these mess work for my insomnia",0,0
"@REF yea still a vampire as still on cipro bu ? Xx",1,1
"What happened with MS is that Tysabri assoc w a serious deadly side effect , FDA pulled it , patient outcry brought it back @REF",0,0
"@REF Hohhot , fluoxetine won\'t help for that ff they\'re such idiots",0,1
"Off Paxil , back on Zoloft & cutting down . Also , cutting down my Klondike . Moving in the right direction . progress medtalk",0,0
"This years finals brought to you by Vyvanse .",0,0
"@REF @REF wow there switching me from 1 tabs to injections ... Cant get Humira here unless the Welsh Gov say yes lo ....",0,0
"@REF awe :( ... i really miss calling you out n saying you were on vyvanse loam",0,1
"slutty ofloxacin",0,1
"@REF how much do you charge for this drug ? Fascinated by the names but less with the $$ . singletree",0,0
"@REF @REF Oh that was only last night when I was delirious on quetiapine - you took advantage of the situation .",1,1
"Alendronate e Calciferous e Observance Memorization",0,0
"Zoledronicacid acid linked to early increase in sclerosis levels : ( HealthDay ) — Women with postmenopausal osteoporosis treated with Toledo ...",0,0
"New study suggests High-tech Enbrel no more effective than a cocktail of generic mess in rheumatoid arthritis @URL",0,0
"You are the light at the end if my tunnel and the cup to my Stanley . Cymbalta",0,0
"Either I\'m exhausted or this Paxil is working WONDERS cuss I ain\'t mad about shit",0,0
"No definitive recommendation on how / whether cardioversion can be done on apixaban - SH Hohenlohe aerospace",0,1
"\" Why is she so talkative , is she on Paxil ? \" @REF BROUHAHA",0,0
"Xarelto is the perfect example of how the pharmaceutical industry works",0,0
"@REF Osteoporosis needs a cure . My mom suffered from it and I have it myself . I take Prolix twice a year . Grateful for that option",0,0
"@REF I found olanzapine to be the most sedating , what dose of olanzapine were you on ?",0,1
"“ @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ” @REF we need some",0,0
"@REF I h a TV show idea which company do I register my rights with ? Cipro etc @REF",0,0
"@REF Puts a lozenge in my mouth and feeds it to you BY KISSING YOU",0,1
"@REF yeah , I\'m on vyvanse and sometimes I have to be reminded to eat because I just forget .",1,1
"I hate being on cipro when it\'s sunny cfproblems rash",0,1
"This HUMIRA shot has me feeling like a normal human .. No pain no inflammation no nothing Raproblems",0,0
"a cedarwood is a creeper : lozenge-shaped , yet godlike",0,0
"Compton - women on 1 years alendronate have reduced risk of vertebral fracture , if ALB continued for further 1 years CNN Rheum",0,1
"@REF ah I\'m on @DSG quetiapine but as an anti psychotic . Not heard of those other two . Thanks .",0,1
"Hey , Hipsters , haven\'t you heard ? Quetiapine is the new MAMA . lifestyle",0,0
"My dad keeps saying he\'s need Prozac for his ADD .... I have reminded him 1 times that he means Adderall and he just can\'t seem to grasp it .",0,0
"@REF @REF Effexor works for my anxiety ... no ooh weep needed ! Lola ;)",0,0
"@REF : Boyfriend \" vent \" to other female ? wt she aunt rd Phil nor a therapist ? depressed ? get cymbalta . \"”",0,1
"“ @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ” Not @REF",0,0
"the worst possible day of the week to forget my vyvanse ..... what do you know , I forgot my vyvanse . foredoomed",0,1
"@REF “ @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ”",0,0
"By the way @REF U no I understand the vyvanse life I took a 1 and I was goon BAHAMA",0,1
"Gee this vyvanse makes me talk a mile a minute aha",1,1
"@REF I believe that one is Tysabri . I was told same about Humira and cilia so not sure what will happen .",0,0
"@REF that happens every time I take ... trazodone ? I think it was trazodone .",0,1
"TIP : My 1 item health kit for distant lands : Cipro ( gut ) , Z Pa ( chest ) , Pesto ( stomach ) , Purcell ( germs ) , Advil ( hangovers ) . TravelSkills",0,0
"Boniva would\'ve been better properly named as an erectile dysfunction drug .",1,0
"@REF all anti depressants have a chance of that happening , I don\'t think Paxil is much higher .",0,0
"my nigga Dante addicted to that nicotine",1,1
"@REF Yes to depression and anxiety . Was on Cymbalta had to stop for chemo . Worked OK but would have liked better . Seeing rd soon 1 new 1",0,0
"Install Star Wars : Knights of the Old Republic II ( The Smith Lords ) today or not ? :-/ starwars Whitsunday olanzapine",0,1
"Feeling a little dizzy from the quetiapine I just popped !",1,1
"Cymbalta where r u ?",0,0
"Thanks for helping \' me clean and vacuum out my car vyvanse",0,1
"For causal inference , the VAR debate raises question of effect under treatment ( \" Prozac \" ) vs effect after treatment ( \" Cipro \" ) .",0,0
"@REF Yeah , I ran out halfway through the week and forgot to put the new bottle into my organizer . Metoprolol . Better now .",0,0
"Sorry guys , the fluoxetine isn\'t working .",0,1
"The @DSG tabs of trazodone my GP prescribed are too much , now that I don\'t take them every night . Still zombie after an hour awake .",1,1
"So glad I had this vyvanse ! To work I go !",0,1
"@DSG of vyvanse should help me pass",0,1
"Parasitic was used BID in patients with homeopathic pain taking Lyrica alone or with Cymbalta . This addition provided more pain relief .",0,0
"i need a lozenge",0,1
"Nigga e paxil e Nigga please .....",0,1
"@REF ... could mean I\'m going high again . But I have extra quetiapine I can take , just in case .",0,1
"Scot & P1NP thru Yr : 1st ink Denosumab after 1 BOP lead to rapid , good suppression . Sustained . EULA osteoporosis",0,0
"Don\'t say no to pills ! Latuda won\'t kill !",0,0
"@REF thatch the prob with Zyprexa its for pol with Bi-Polar or Schizophrenia its really strong when you wake up your drowsy for 1 hrs",1,0
"1 . ) This is a pic of me during my depression ... Spike dread curls ... Heavy Metal ... PROZAC . Bass Guitar @URL",0,0
"Goddammit , I\'ve actually started to fear pm now . Fucking venlafaxine .",0,1
"@REF @REF ListenersChoice Counterinsurgency 1 Behavior & Rand - Paroxetine ( Majera Remix ) Hopefully not played D",0,0
"Channel 1 confessions of an alien abductee !!! WT ? Someone pass me the Zyprexa ....",0,0
"Vyvanse for work is such a good idea damn",0,0
"? From an Johnie : have any of u experienced weight gain on humira ? And why ? Notice u eat more or eat the same but just gaining weight ?",0,1
"Since quetiapine messed with my protactinium levels , making my boobs humongous & my bras so expensive , I want a lingerie component to LA .",1,0
"@REF someday though ...",0,0
"Things I would give up for a Heat loss tonight : Nicotine , Secret Obsession of Bubble Gum Pop music , TM , and The Voice . Playoffs",0,0
"According to old attractive actresses all women need to do is eat Activist and take Boniva",0,0
"\" @REF : I wanna stop smoking so bad \" nicotine fin",0,1
"1 ) Oh , Will , you poor man , they put you on Effexor . Which , as it happens , is actually an antidepressant . Fact check , guys . TheNewsroom",0,0
"@REF DEPRESSION HURTS , CYMBALTA CAN HELP",0,0
"I like the color of Fluoxetine capsules .",0,0
"@REF ah nicotine lozenges got me off smoking . It broke the \" cog in hand \" habit , that\'s the worst part I found .",0,1
"@REF no , I was ( and am ) on venlafaxine . I have a non-problematic heart arrhythmia , so I guess that\'s when it\'s problematic ...",0,1
"Cipro is poison and Big Dharma knows it",0,0
"@REF e Seroquel - at high doses its for psychotics at a low dose it helps anxiety , depression & insomnia . @DSG I can finally sleep .",0,0
"@REF cipro has a known warning of weakening the Achilles tendon . ...",1,1
"treatment : 1 ) antibiotic therapy : cotrimazole , ofloxacin , encephalitis , amoxicillin",0,0
"Screw you Paxil ! You do wonders for anxiety but you make me a ultra lightweight",1,0
"@REF I see you talked about Latuda a while back . I just started on it last week . Has your experience with it been positive ?",0,0
"@REF not everyone gains wt when they quit . Some mess that help you quit ( RayBan & Nicotine lozenge ) prevent wt gain . quitsmoking",0,1
"\" The diagnosis of depression didn’t become popular in Japan until Glaxo-SmithKlein got approval to market Paxil in the country . \" - Ibid .",0,0
"@REF @REF because I feed her vyvanse , that\'s really the only reason",0,1
"@REF T Many drugs ( eh Cymbalta ) already approved 1 use in other dis , but comp\'s want addle approval so they can advertise it chasm",0,0
"has my seroquel kicked in yet",0,1
"Can\'t listen to these American bunts at the table next to me go on about how Prozac is clearing their \' anxiety \' of life any longer",0,0
"Going to the store for some hypnotic drinks to wash this Seroquel down with ;)",0,0
"also my dildo and buttplug which i will probably never use again now that mi on lamictal and lithium :|",0,1
"@REF it was mega hard . Glad on the up now . Had to agree iv doc that i went on prozac coos that women . sucked me . dry until o cracked x",0,1
"I thank the sleep gods for descending and blessing me with Trazodone",0,0
"Novocaine is my savior right now ! It\'s the ultimate throat lozenge ! sharecropping",0,1
"RT : If you’re using Humira today . Learn how @REF is teaming up to fight back @URL Technocrats",0,0
"@REF baclofen ? I have that . Does it help ?? fibroid . Things are getting so much harder ...",0,1
"@REF as long as it\'s not paroxetine irritate ? antidepressant",0,1
"Marketing Idea : fluoxetine & doctorate sodium . Brand Name \" relaxatives \"",0,1
"I\'ve got vyvanse for anyone in summer summer school",0,1
"id get back on prozac just for the weight loss",0,1
"Also , ya addiction . It\'s drugs i need for living , but it\'s still dependence . every time i get a \" paxil headache \" i realize this . oh well .",1,1
"wool finally got levaquin !!! so pumped finally I\'m gonna get better homesickness",0,1
"i drink way too much to be prescribed cymbalta .",0,1
"Antipsychotic drugs such as Zyprexa , Dispersal & Seroquel place the elderly at increased risk of strokes & death @URL",0,0
"My humira shots need to come NOW . sosick",0,1
"@REF it seems to be having an effect already . Took Zoloft in 1 , and Effexor X in 1-1 . This was my specific choice .",0,0
"Report : a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pt with severe obesity . @URL",0,1
"Oops , thought I had plenty of Pristiq left , realized I actually only have 1 days worth left . Luckily I can go to the pharmacy tomorrow !",0,0
"Why is there a full four-page medical guide for Xarelto tablets in my * TV * guide issue ? Something \' ain\'t right here .",0,0
"\" @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . \" To bad I hate bananas",0,0
"dabigatran peak concentration reached in hrs , level is affected by p-GP transporter inhibitors or inducer , dosed twice daily .",0,1
"Xarelto : Encouraging men to order something new at the diner and take a wrong turn , cuss fuck that .",0,0
"@REF High five ! Effexor and therapy have helped with my functioning , my productivity , and at times with my not being dead .",0,0
"Wondered why my limbs ached and I was shivering on the hottest day of the year so far . Forgot my venlafaxine . They\'ll be withdrawal then !",1,1
"\" Thanks , Enbrel . \" -- Phil Michelson , yesterday around PM",0,0
"Ann had a Tysabri infusion & an interview / medical with ALTOS regarding LA . Guess which experience was least joyful ? @URL",0,0
"Is it 1 yet ?!? I\'m ready for a free dinner and drinks thanks to Effient",0,0
"I\'d appreciate it if i could just sleep for like 1 or 1 days straight . Pop a Trazodone & be out wish",0,0
"@REF and when I came off Prozac the cycling started again . I would go from being down to being extremely manic and evil >>",0,0
":\'( \" @REF : LOOK \" @REF : WALL RT @REF : Animals are committing suicide . Depression hurts . Cymbalta can help . TeenWolf \"\"",0,0
"@REF Try Boniva @URL",0,0
"@REF @REF @REF @REF @REF @REF seismology to see if BP will lot , then metoprolol",0,1
"\" Please stop asking me if Enbrel is right for you \" -- Dr. Dee",0,0
"I will take @DSG olanzapine and Anticyclone to settle my sleep . I will intervene early , and not leave things until I am euphoric",0,1
"@REF I\'m sorry to hear this rheum stasis ! Any news on Humira ?",0,0
"@REF It\'s not considered a good idea to take Valerian with venlafaxine ( which I\'m on ) sadly .",0,1
"I am way too hyper to go home and do nothing tonight :( damn Prozac >.<",1,0
"Let\'s see what happens when I mix Trazodone with half a bag of chocolate chips .",0,0
"@REF No just going to continue taking my Cipro which helps alleviate some of the pain until I see the neurologist the nth",0,0
"Don\'t have to be all deep & emotional every day ... Damn . My TL makes me want to pop Xanadu or cymbalta or whatever sometimes",0,1
"You know some has has just took their Vyvanse when they favorite 1 or more Vyvanse Swag tweets in one sitting .",0,0
"does fluoxetine ( anti-depressant ) make you gain weight ? id rather be sad then be fat : c",0,1
"@REF Yikes , thatch scary stuff . I\'ve taken Enbrel b , been trying other things & haven found anything that works . Th 1 the heads up",0,0
"Pasadena may have been paid 1 million for her endorsement of Victoza . Drug Maker Suspends Deal With Dee -- @URL",0,0
"@REF RT @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac .",0,0
"“ @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ” @REF",0,0
"@REF It was actually me . PLOT TWIST !!! Now text me back , or I will go into a depression that even cymbalta can\'t fix",0,1
"@REF Enbrel is a biologic , a drug used to treat RA . It works by reducing active Tumor Necrosis Factor ( TN ) , which e inflammation .",0,0
"Still itchy everywhere , but no rash , so , more Lamictal it is .",0,0
"Rivaroxaban 1/1 lower back pain . Not very PC but am crippled by this drug . Taking more paracetamols . Must ring for \' phone consultation .",1,0
"@REF had crap day . Had scope , but had to be stopped as am severely ulcerated . Going back on humira to combo with new drug i on . &",0,1
"@REF we need Starbucks patches like nicotine ones lo",0,1
"That nap was on point .... Cymbalta did that shit cuss I font take naps ... ever",1,0
"Report : a fixed-dose regimen of dabigatran for ischemic stroke may be ineffective in pt with severe obesity . @URL",0,1
"Thank you ... * takes the lozenge *",0,1
"@REF @REF Give them Prozac - not !",0,0
"@REF You need seroquel . I have some if you want ;)",0,1
"@DSG phalanger . Wonder what this will do ?",0,1
"“ @REF : Fuck it I\'m depressed ... ” Cymbalta can help .",0,0
"I AIN\'T EVEN FEEL IT YET THO , JUST BARELY TOOK IT .. ALREADY ATE A BIT , AND DRINKING A CALCIUM-ENRICHED SMOOTHIE LOLL vyvanse",0,1
"@REF @REF @REF so no Liverpool gig ? OK , and hum , how will we move from town to town ? ( I\'m looking for flights rig now )",0,0
"Outbreak hipster : \" I was into Levaquin-susceptible penicillin-resistant Staphylococcus Aurelius before it was cool . \" rucksack Offensiveness",0,0
"Smoking can make Ur nipples fall off & turn them purple because nicotine & carbon monoxide disrupt the blood flow in nipples @REF",0,1
"I wish I could be tired . Shouldn\'t have taken the vyvanse . Now I\'m never sleeping .",1,1
"@REF @REF Cipro is real bad on your entire body ! Take it from me ( on disability since \' 1 thanks to just 1 pills ) .",1,0
"Depression hurts cymbalta can help",0,1
"My scars have faded , my smile is back , and I\'m getting off Paxil . lifeblood",0,0
"@REF @REF is this an ad for Paxil ?",0,0
"LOOK \" @REF : WALL RT @REF : Animals are committing suicide . Depression hurts . Cymbalta can help . TeenWolf \"",0,0
"I now have two weeks off work because of drastic mess change which involves coming off Pristiq cold turkey . Do . Not . Want .",0,0
"LILLY $1.1 results of per-specified safety analysis from theIntrepid trial evaluating the effect of LIVALO in HIV-infected with epidemically",0,0
"Depression Hurts . Cymbalta Can Help .",0,0
"Does anyone have a lozenge ? * Kan Voice *",0,1
"So I\'ll probably be starting quetiapine this evening or tomorrow morning ...",0,1
"Vyvanse and Coffee .. I just beat the shit out of that ACT .",0,0
"@REF @REF I can get you anything , you need weed , you need Prozac- I know how you white boys get depress , smile your white !",0,0
"@REF only on @DSG of fluoxetine a day mfg",0,1
"I\'d rather be on the Effexor that made me happy though I had severe back pain from it .. Than sad and crying for no reason on lexapro ....",1,0
"@REF They call me rd fluoxetine amongst other things",0,1
"You know that commercial .. DEPRESSION HURTS CYMBALTA CAN HELP .. Their lying ..",0,0
"Friends in d medical profession , I just wanted 1 b absolutely certain . If you guys can help me out , Ofloxacin is an antibiotic for US rut ?",0,0
"This cymbalta commercial on TV right now Laocoon like all they\'re advertising are the side effects and people still don\'t care * sigh *",0,1
"“ @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ”",0,0
"@REF heavy metal pumping through the veins ! Right on ! Or not ... I used the nicotine free ones . don\'t even try lozenges , buckskin gross .",0,1
"My Motto Depression Hurts Cymbalta Works Love Fades Advil\'s There D",0,0
"Question time croons bid humira does anyone suffer from egg burps ? What works for you",1,1
"My vyvanse is kicking in . I can feel it .",0,1
"@REF @REF ever heard of MS with Venlafaxine",0,0
"Anyone taking effexor ? And do u drink on it ?",0,1
"Joints killing me now I have gone back up on the lamotrigine . Sick of side effects . Sick of mess . Want my own self back . Knackered today",1,1
"If I stopped second guessing and doubting I would find I do know this stuff . PCB studying beautifuloutside Adderall vyvanse",0,1
"@REF I love you so , I heard you was BORDERLINE like me ... SEROQUEL",0,0
"Humira can lower your risk to fight infections",0,0
"@REF I inject Enbrel once a week which helps xx",0,0
"@REF @DSG mirtazapine",0,1
"Phil Michelson is looking pretty good today . He must be filming his next Enbrel commercial . usopen arthritis",0,0
"@REF I think this whole thing is out of control . Thanks to you I am on Victoza and doing great .",0,0
"It\'s like , do I take a nap or do I take q vyvanse",0,1
"@REF @REF yeah I hear you . I\'m currently on seroquel too for my most intense crazy ( I can tell you so many stories )",0,1
"@REF And how does it help ? If they r addicted to nicotine ( tip ? )",0,1
"@REF yea he said lamotrigine ( lamictal ) or Kepler p",0,1
"for the love of god if my mom doesn\'t go to the pharmacy soon mi gonna freak out . also someone go get me the patch cuss i need nicotine",0,1
"RT @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac .",0,0
"If I could have a drink with a pseudoceleb it would be @REF but then I remember that\'s a bad idea for him . So , maybe like , a lozenge ?",0,1
"1.1 day 1 Rivaroxaban diary . Still residual aches and pains ; only had 1 paracetamol today .",1,0
"@REF i need paroxetine @DSG Thurs so will cling to these !",0,1
"In bout to slip some of my seroquel into her drink . She gonna be knocked",0,1
"All the medications advertised during news shows sound like they could be the stage names of alien strippers xarelto",0,1
"“ @REF : * batman voice * do you have a lozenge ” @REF You\'re gonna miss me",0,1
"@REF Dr. Matthew Bighorn interviews top diabetes experts at the INVOKANA booth today . Catch the interviews starting @ AM ! DADA",0,0
"@REF I haven\'t tried Plaquenil since college . Plus it was before biologic came out . This inspires me to reconsider it enbrel . rheum",0,0
"Dear lord . Bier madness hits the town tomorrow . Bring on the Paxil .",0,0
"Who will hook up and who overdoses this week on It\'s All Gone Fucking Wrong ? We will need a couple psychiatrists with unlit Seroquel .",0,0
"if anyone wants vyvanse hum",0,1
"IPA asks Controller General of Patents to reconsider Pradaxa patent application . Says product is not new or inventive India patents",0,0
"I would love to switch my Zyprexa for Xanadu .",0,0
"Realign your charades with a ill bit o DAT seroquel",0,1
"Even if someone continues to USE MET , WITH QUETIAPINE , the met receptors are spared and you don\'t spiral into lethal depression .",0,0
"I think I would become catatonic if I stopped my olanzapine completely",0,1
"@REF doing great . Stopped Humira 1 weeks ago . Patient driving rd So much better off it . Best in years ! Be well .",0,0
"\" What does Ofloxacin treat ? \" \" gonorrhea \" \" Well I promise I don\'t have that ! \" medicinecabinet",0,0
"why do I not remember going to bed or waking up ( the answer : probably seroquel )",1,1
"Hot topic on obesity chemotherapy at endow and clinical trials on exoneration-bupropion and liraglutide in progress @REF",0,1
"the cymbalta commercial is so depressing",0,1
"Can six hours be called a nap ? o.O Thanks , Enbrel . Um ... at least I slept ? LO ! Oh , well . This is why I take Mondays off . Writing tomorrow .",0,0
"Depression is real . Cymbalta helps ... Lola !",0,0
"Some people need to lower their \" prozac \" dose ! This rainbow & lollipop talk makes me wanna vomit a little ... @REF ...",0,1
"who got the vyvanse hookup need it 1 Moro",0,1
"Not ready to kick the habit ? Try nicotine lozenges . They help users cut back even when they thought they didn\'t want to quit .",0,1
"Bananas contain a natural chemical which can make a person happy . This same chemical is also found in Prozac .",0,0
"TIP : My 1 item health kit for distant lands : Cipro ( gut ) , Z Pa ( chest ) , Pesto ( stomach ) , Purcell ( germs ) , Advil ( hangovers ) . TravelSkills",0,0
"We\'ve updated several of our fact sheets , incl . this one on Adaptability ( Humira ) during pregnancy breastfeeding- @URL",0,0
"Only one day in and Mirtazapine is like fluoxetine all over again , it just makes me so tiered",1,1
"Cymbalta is buckskin expensive damn",0,0
"I wash Vyvanse down with caffeine everyday … but then I can slam a five hour energy .. and you can\'t ..",0,0
"I hear people at sport always talking about \" per workout supplements \" I\'m like yea it\'s called vyvanse baby endurance",0,1
"“ @REF : Bananas contain a natural chemical that can make a person happy - The same chemical found in Prozac . ” @REF",0,0
"Just about dead , think it\'s bedtime .. Fuck you quetiapine",1,1
"Popping another vyvanse I\'m thinking !",0,1
"@REF hey , I take Cymbalta too . We can be Pill Pals !",0,0
"@REF Yes definitely ask the doctors then next time , but cipro is a super drug :-)",0,1
"Ofloxacin and ofloxacin use most extensively in children BIC on basis of past experience , these drugs appear to be well tolerated .",0,0
": \' D RT @REF : I am the throat lozenge Swede Mantashe refused .",0,1
"The day after Humira used to be a great one , full of energy , low pain . After a month , it is now a fatigue filled achy day . rheum",1,0
"hum as I take my cymbalta for the first time in months & literally feel my brain exploding lo great sign !!!",0,1
"@REF took a vyvanse , feel great now ha",0,1
"I can\'t sit and listen to more than one Na song at a time . Nigga be spitting that musical Seroquel",0,0
"I agree w @REF . She\'s faking it . they know it , but they\'re basically 1/1 ING her . @REF I\'m sure the \" medication \" is Zyprexa",0,0
"On Vyvanse so you know I\'m feeling good",0,0
"@REF Depression hurts , Cymbalta can help lo",0,0
"Running on nicotine and vodka",0,1
"TIP : My 1 item health kit for distant lands : Cipro ( gut ) , Z Pa ( chest ) , Pesto ( stomach ) , Purcell ( germs ) , Advil ( hangovers ) . TravelSkills",0,0
"@REF @REF Olanzapine being added to policy at @REF - awaiting approval from medicines management ( so not incl here )",0,0
"@REF maybe ? i need venlafaxine er @DSG tablets -- there are some numbers here , I\'m not sure what they mean",0,1
"no tobacco day OR no nicotine day ?",0,1
"Did one shot of Enbrel , but chose the infusion rather than self injection . Don\'t know what he has in mind . Hoping for success . rheum",0,0
"@REF @REF those r common bacteria species causing sinusitis so if no improvement will need Avelox or Levaquin . :)",0,0
"@REF but none of them are registered with CIPRO , OT can be found online except for your who\'s who entry ? @REF",0,0
"@REF Yes , I remember some clients having Botox for spasms , but usually baclofen or some such .",0,1
"well , lamotrigine sorted . although my GP won\'t increase my citalopram till i get permission from the psych : c",0,0
"@REF Internet Lozenge is a registered trademark of Garrett Sand 1",0,0
"Finish Cipro on Saturday so sods law means it will start raining again on Sunday !",0,0
"@REF @REF Oh god . She needs a daily dose of @DSG of venlafaxine for two weeks , administered orally not a word Ellie .",0,1
"Fettuccine is a good candidate . For Zyprexa . Cauliflower",0,0
"@REF @REF I\'m on Quetiapine so can\'t make early mornings . Oncology give me midday . Why can\'t ALTOS and my psychiatrist ? Xx",0,0
"Impropriety-Sulfamethoxazole , Cipro or Macrobid ? @REF @REF @REF she was full term and otherwise healthy",0,0
"Mom said its okay to take a couple of shots whenever I\'m sad if I stop taking PROZAC !",0,0
"Lima lean mixed with a BluFrog mixed with a Vyvanse really makes me feel like I can run a marathon .",0,0
"Walk 1 blocks down the street , and there\'s the top of Vatican City ... Cipro @URL",0,0
"@REF yes , Humira pens are large and kind of clunky . They work well but its a bit of a jab for sure . I prefer syringes .",0,0
"“ @REF : I know when tor take a vyvanse cause she tweets nonstop ” that\'s what I do Hannah fuck",0,1
"Depression medications mirtazapine and fluoxetine may increase a person\'s risk of developing Colostrum difficult infection ( CHI ) by as ..",0,1
"I don\'t understand why people want hookah pens like when you get addicted to the nicotine I\'m gonna laugh",0,1
"@REF time for quetiapine !",0,1
"HOW STELLA GOT HER PAXIL BACK",0,0
"@REF Have you tried Costco pharmacy ? Don\'t need to be a member & their drugs are insanely cheap . Kid\'s Lamictal 1 CVS e 1 Costco",0,0
"undermined giant stash of Seroquel \" samples \"",0,0
"vyvanse someone take me to my car",0,1
